Iteration,Standard Deviation
117,1.3505164146973212
118,1.3468064797705213
119,1.343135344080563
120,1.3395023077206856
121,1.3359066886258444
122,1.3323478219871978
123,1.3288250596900277
124,1.3253377697739843
125,1.3218853359146168
126,1.3184671569251971
127,1.315082646277906
128,1.3117312316434915
129,1.3084123544485664
130,1.3051254694497416
131,1.3018700443238482
132,1.2986455592735289
133,1.2954515066475214
134,1.292287390574987
135,1.2891527266132776
136,1.2860470414085539
137,1.282969872368704
138,1.2799207673480408
139,1.276899284343274
140,1.2739049912002833
141,1.2709374653312429
142,1.2679962934416622
143,1.2650810712669378
144,1.2621914033180237
145,1.259326902635848
146,1.2564871905541217
147,1.2536718964702043
148,1.250880657623696
149,1.248113118882462
150,1.2453689325357808
151,1.2426477580943474
152,1.2399492620968593
153,1.2372731179229297
154,1.2346190056120847
155,1.2319866116886122
156,1.2293756289920372
157,1.2267857565130127
158,1.22421669923442
159,1.2216681679774846
160,1.2191398792527235
161,1.216631555115538
162,1.2141429230262897
163,1.2116737157146893
164,1.2092236710483448
165,1.2067925319053165
166,1.2043800460505374
167,1.2019859660159566
168,1.1996100489842778
169,1.1972520566761646
170,1.1949117552407862
171,1.1925889151495939
172,1.1902833110932107
173,1.187994721881329
174,1.1857229303455104
175,1.183467723244792
176,1.181228891173999
177,1.1790062284746763
178,1.1767995331485475
179,1.1746086067734212
180,1.1724332544214546
181,1.1702732845797064
182,1.1681285090728977
183,1.1659987429883067
184,1.1638838046027338
185,1.1617835153114635
186,1.1596976995591641
187,1.1576261847726577
188,1.1555688012955034
189,1.153525382324339
190,1.151495763846916
191,1.1494797845817881
192,1.1474772859195879
193,1.1454881118658509
194,1.1435121089853375
195,1.1415491263478021
196,1.1395990154751718
197,1.1376616302900833
198,1.135736827065746
199,1.1338244643770838
200,1.1319244030531177
201,1.1300365061305588
202,1.1281606388085637
203,1.1262966684046312
204,1.1244444643115945
205,1.1226038979556847
206,1.1207748427556308
207,1.1189571740827657
208,1.1171507692221105
209,1.1153555073344072
210,1.1135712694190745
211,1.1117979382780574
212,1.1100353984805493
213,1.1082835363285548
214,1.1065422398232785
215,1.1048113986323087
216,1.1030909040575785
217,1.1013806490040805
218,1.099680527949313
219,1.0979904369134421
220,1.0963102734301537
221,1.0946399365181825
222,1.0929793266534946
223,1.0913283457421084
224,1.0896868970935365
225,1.0880548853948318
226,1.0864322166852205
227,1.0848187983313071
228,1.0832145390028356
229,1.0816193486489942
230,1.0800331384752455
231,1.078455820920672
232,1.0768873096358218
233,1.0753275194610394
234,1.073776366405274
235,1.072233767625348
236,1.0706996414056766
237,1.0691739071384259
238,1.0676564853040988
239,1.066147297452537
240,1.0646462661843308
241,1.0631533151326216
242,1.061668368945294
243,1.0601913532675402
244,1.058722194724796
245,1.057260820906029
246,1.05580716034738
247,1.054361142516142
248,1.052922697795074
249,1.0514917574670335
250,1.0500682536999313
251,1.0486521195319873
252,1.0472432888572951
253,1.0458416964116724
254,1.0444472777588019
255,1.0430599692766518
256,1.0416797081441684
257,1.0403064323282338
258,1.0389400805708866
259,1.0375805923767922
260,1.0362279080009678
261,1.034881968436742
262,1.0335427154039571
263,1.0322100913373975
264,1.0308840393754484
265,1.0295645033489715
266,1.028251427770398
267,1.026944757823031
268,1.0256444393505546
269,1.024350418846743
270,1.023062643445367
271,1.0217810609102915
272,1.0205056196257625
273,1.0192362685868754
274,1.0179729573902236
275,1.0167156362247223
276,1.0154642558626061
277,1.0142187676505896
278,1.0129791235011973
279,1.0117452758842493
280,1.010517177818507
281,1.0092947828634713
282,1.0080780451113316
283,1.0068669191790591
284,1.0056613602006481
285,1.0044613238194944
286,1.0032667661809123
287,1.002077643924788
288,1.0008939141783624
289,0.9997155345491442
290,0.9985424631179489
291,0.9973746584320622
292,0.9962120794985231
293,0.9950546857775265
294,0.9939024371759423
295,0.9927552940409463
296,0.9916132171537645
297,0.9904761677235243
298,0.9893441073812146
299,0.9882169981737483
300,0.9870948025581291
301,0.985977483395717
302,0.9848650039465929
303,0.9837573278640197
304,0.9826544191889968
305,0.9815562423449081
306,0.9804627621322594
307,0.9793739437235063
308,0.9782897526579665
309,0.9772101548368199
310,0.9761351165181913
311,0.9750646043123141
312,0.9739985851767755
313,0.97293702641184
314,0.9718798956558508
315,0.9708271608807049
316,0.9697787903874049
317,0.968734752801681
318,0.9676950170696871
319,0.9666595524537647
320,0.9656283285282767
321,0.9646013151755067
322,0.9635784825816277
323,0.9625598012327313
324,0.9615452419109247
325,0.9605347756904866
326,0.9595283739340857
327,0.95852600828906
328,0.9575276506837538
329,0.9565332733239118
330,0.9555428486891324
331,0.9545563495293744
332,0.9535737488615188
333,0.952595019965985
334,0.9516201363833985
335,0.9506490719113116
336,0.9496818006009732
337,0.9487182967541499
338,0.9477585349199943
339,0.9468024898919628
340,0.9458501367047807
341,0.9449014506314509
342,0.9439564071803113
343,0.9430149820921354
344,0.9420771513372758
345,0.9411428911128521
346,0.9402121778399808
347,0.9392849881610462
348,0.9383612989370121
349,0.9374410872447743
350,0.936524330374551
351,0.9356110058273142
352,0.9347010913122563
353,0.9337945647442956
354,0.9328914042416189
355,0.9319915881232584
356,0.9310950949067058
357,0.9302019033055599
358,0.929311992227209
359,0.9284253407705466
360,0.9275419282237207
361,0.9266617340619145
362,0.9257847379451603
363,0.9249109197161832
364,0.9240402593982774
365,0.923172737193211
366,0.9223083334791626
367,0.921447028808685
368,0.9205888039066995
369,0.919733639668517
370,0.9188815171578884
371,0.9180324176050819
372,0.9171863224049861
373,0.9163432131152413
374,0.9155030714543955
375,0.9146658793000872
376,0.9138316186872524
377,0.913000271806356
378,0.9121718210016496
379,0.9113462487694514
380,0.9105235377564492
381,0.9097036707580299
382,0.9088866307166272
383,0.9080724007200959
384,0.9072609640001053
385,0.906452303930556
386,0.9056464040260179
387,0.904843247940189
388,0.9040428194643741
389,0.9032451025259854
390,0.9024500811870627
391,0.9016577396428119
392,0.9008680622201658
393,0.9000810333763605
394,0.899296637697534
395,0.8985148598973409
396,0.8977356848155865
397,0.8969590974168787
398,0.8961850827892973
399,0.8954136261430807
400,0.8946447128093304
401,0.8938783282387311
402,0.8931144580002893
403,0.8923530877800855
404,0.8915942033800458
405,0.8908377907167265
406,0.8900838358201159
407,0.8893323248324513
408,0.8885832440070502
409,0.8878365797071583
410,0.8870923184048096
411,0.886350446679703
412,0.8856109512180927
413,0.8848738188116926
414,0.8841390363565936
415,0.8834065908521961
416,0.8826764694001538
417,0.8819486592033342
418,0.8812231475647879
419,0.8804999218867343
420,0.8797789696695562
421,0.8790602785108117
422,0.8783438361042543
423,0.8776296302388664
424,0.8769176487979053
425,0.8762078797579604
426,0.8755003111880215
427,0.8747949312485598
428,0.8740917281906189
429,0.8733906903549168
430,0.8726918061709606
431,0.87199506415617
432,0.8713004529150115
433,0.8706079611381449
434,0.8699175776015774
435,0.8692292911658305
436,0.8685430907751152
437,0.8678589654565178
438,0.867176904319194
439,0.8664968965535759
440,0.8658189314305842
441,0.8651429983008533
442,0.8644690865939635
443,0.8637971858176829
444,0.8631272855572183
445,0.8624593754744748
446,0.8617934453073242
447,0.8611294848688819
448,0.8604674840467914
449,0.85980743280252
450,0.8591493211706583
451,0.8584931392582316
452,0.8578388772440175
453,0.8571865253778715
454,0.856536073980061
455,0.8558875134406062
456,0.8552408342186295
457,0.854596026841711
458,0.8539530819052528
459,0.8533119900718498
460,0.8526727420706673
461,0.8520353286968269
462,0.851399740810798
463,0.8507659693377971
464,0.8501340052671934
465,0.8495038396519214
466,0.8488754636078996
467,0.8482488683134567
468,0.847624045008763
469,0.8470009849952692
470,0.8463796796351507
471,0.8457601203507584
472,0.845142298624076
473,0.8445262059961821
474,0.8439118340667198
475,0.8432991744933712
476,0.8426882189913375
477,0.8420789593328254
478,0.8414713873465395
479,0.8408654949171784
480,0.840261273984939
481,0.8396587165450233
482,0.8390578146471536
483,0.8384585603950898
484,0.8378609459461551
485,0.837264963510764
486,0.8366706053519573
487,0.8360778637849405
488,0.8354867311766302
489,0.8348971999452011
490,0.8343092625596403
491,0.8337229115393076
492,0.8331381394534978
493,0.8325549389210083
494,0.8319733026097128
495,0.8313932232361384
496,0.830814693565047
497,0.8302377064090212
498,0.829662254628055
499,0.8290883311291493
500,0.8285159288659092
501,0.8279450408381492
502,0.8273756600914992
503,0.8268077797170161
504,0.8262413928508002
505,0.8256764926736132
506,0.8251130724105035
507,0.8245511253304317
508,0.8239906447459032
509,0.8234316240126025
510,0.8228740565290318
511,0.822317935736154
512,0.8217632551170385
513,0.8212100081965107
514,0.8206581885408062
515,0.8201077897572264
516,0.8195588054937999
517,0.8190112294389456
518,0.8184650553211403
519,0.8179202769085893
520,0.8173768880088996
521,0.8168348824687581
522,0.8162942541736111
523,0.8157549970473487
524,0.8152171050519909
525,0.8146805721873775
526,0.8141453924908625
527,0.813611560037008
528,0.8130790689372854
529,0.8125479133397757
530,0.8120180874288757
531,0.811489585425006
532,0.8109624015843208
533,0.8104365301984224
534,0.8099119655940781
535,0.8093887021329382
536,0.8088667342112594
537,0.8083460562596284
538,0.8078266627426905
539,0.8073085481588782
540,0.8067917070401458
541,0.8062761339517031
542,0.8057618234917538
543,0.8052487702912365
544,0.8047369690135673
545,0.8042264143543841
546,0.8037171010412963
547,0.8032090238336342
548,0.8027021775222013
549,0.8021965569290297
550,0.8016921569071378
551,0.8011889723402896
552,0.8006869981427568
553,0.8001862292590827
554,0.7996866606638494
555,0.7991882873614461
556,0.7986911043858396
557,0.7981951068003483
558,0.797700289697416
559,0.7972066481983907
560,0.7967141774533031
561,0.7962228726406476
562,0.7957327289671675
563,0.7952437416676386
564,0.7947559060046577
565,0.7942692172684321
566,0.793783670776571
567,0.7932992618738781
568,0.7928159859321485
569,0.7923338383499641
570,0.7918528145524941
571,0.791372909991295
572,0.7908941201441136
573,0.7904164405146918
574,0.7899398666325727
575,0.7894643940529084
576,0.7889900183562705
577,0.7885167351484615
578,0.7880445400603278
579,0.7875734287475749
580,0.787103396890584
581,0.7866344401942308
582,0.7861665543877047
583,0.7856997352243309
584,0.7852339784813939
585,0.7847692799599615
586,0.7843056354847118
587,0.7838430409037608
588,0.7833814920884923
589,0.7829209849333884
590,0.7824615153558623
591,0.7820030792960918
592,0.7815456727168564
593,0.7810892916033714
594,0.7806339319631288
595,0.7801795898257363
596,0.7797262612427582
597,0.7792739422875579
598,0.7788226290551427
599,0.7783723176620082
600,0.7779230042459863
601,0.7774746849660916
602,0.7770273560023723
603,0.77658101355576
604,0.7761356538479223
605,0.7756912731211156
606,0.7752478676380401
607,0.7748054336816952
608,0.7743639675552368
609,0.7739234655818361
610,0.7734839241045381
611,0.7730453394861235
612,0.7726077081089698
613,0.7721710263749145
614,0.7717352907051199
615,0.7713004975399389
616,0.7708666433387799
617,0.7704337245799763
618,0.7700017377606547
619,0.7695706793966053
620,0.7691405460221523
621,0.7687113341900266
622,0.768283040471239
623,0.7678556614549545
624,0.7674291937483677
625,0.7670036339765793
626,0.766578978782474
627,0.7661552248265981
628,0.7657323687870398
629,0.7653104073593093
630,0.764889337256221
631,0.7644691552077756
632,0.7640498579610434
633,0.7636314422800493
634,0.7632139049456578
635,0.7627972427554596
636,0.7623814525236594
637,0.7619665310809632
638,0.7615524752744685
639,0.7611392819675533
640,0.7607269480397688
641,0.760315470386729
642,0.7599048459200058
643,0.7594950715670213
644,0.7590861442709427
645,0.7586780609905776
646,0.7582708187002702
647,0.7578644143897995
648,0.757458845064275
649,0.7570541077440379
650,0.7566501994645589
651,0.7562471172763399
652,0.7558448582448137
653,0.7554434194502481
654,0.7550427979876464
655,0.7546429909666524
656,0.7542439955114553
657,0.7538458087606924
658,0.7534484278673584
659,0.7530518499987081
660,0.7526560723361678
661,0.7522610920752403
662,0.7518669064254151
663,0.7514735126100781
664,0.7510809078664216
665,0.7506890894453546
666,0.7502980546114164
667,0.7499078006426868
668,0.7495183248307008
669,0.7491296244803614
670,0.7487416969098544
671,0.7483545394505642
672,0.7479681494469883
673,0.747582524256655
674,0.7471976612500393
675,0.746813557810482
676,0.7464302113341069
677,0.7460476192297408
678,0.7456657789188322
679,0.7452846878353723
680,0.7449043434258162
681,0.744524743149003
682,0.7441458844760797
683,0.7437677648904225
684,0.743390381887561
685,0.743013732975102
686,0.7426378156726533
687,0.7422626275117501
688,0.7418881660357787
689,0.7415144287999049
690,0.7411414133709995
691,0.7407691173275657
692,0.740397538259667
693,0.7400266737688569
694,0.7396565214681055
695,0.7392870789817312
696,0.7389183439453297
697,0.7385503140057051
698,0.7381829868208002
699,0.7378163600596291
700,0.7374504314022093
701,0.7370851985394931
702,0.7367206591733022
703,0.7363568110162612
704,0.7359936517917305
705,0.7356311792337429
706,0.7352693910869371
707,0.734908285106494
708,0.7345478590580731
709,0.7341881107177483
710,0.7338290378719459
711,0.7334706383173815
712,0.7331129098609978
713,0.7327558503199042
714,0.7323994575213137
715,0.7320437293024846
716,0.7316886635106586
717,0.731334258003002
718,0.7309805106465451
719,0.7306274193181254
720,0.7302749819043267
721,0.7299231963014232
722,0.7295720604153211
723,0.7292215721615005
724,0.7288717294649607
725,0.7285225302601617
726,0.7281739724909693
727,0.7278260541106002
728,0.7274787730815652
729,0.7271321273756164
730,0.7267861149736909
731,0.7264407338658587
732,0.726095982051268
733,0.725751857538092
734,0.7254083583434769
735,0.7250654824934889
736,0.7247232280230623
737,0.7243815929759481
738,0.7240405754046618
739,0.7237001733704341
740,0.7233603849431585
741,0.7230212082013426
742,0.7226826412320576
743,0.7223446821308885
744,0.7220073290018859
745,0.7216705799575162
746,0.7213344331186137
747,0.7209988866143325
748,0.7206639385820989
749,0.7203295871675633
750,0.7199958305245538
751,0.7196626668150292
752,0.7193300942090324
753,0.7189981108846449
754,0.7186667150279397
755,0.7183359048329377
756,0.7180056785015609
757,0.7176760342435886
758,0.7173469702766128
759,0.7170184848259928
760,0.7166905761248131
761,0.7163632424138389
762,0.7160364819414721
763,0.7157102929637099
764,0.7153846737441008
765,0.7150596225537028
766,0.7147351376710414
767,0.7144112173820668
768,0.7140878599801138
769,0.7137650637658599
770,0.713442827047284
771,0.7131211481396257
772,0.7128000253653459
773,0.7124794570540859
774,0.7121594415426269
775,0.7118399771748521
776,0.7115210623017062
777,0.711202695281156
778,0.710884874478153
779,0.7105675982645936
780,0.7102508650192817
781,0.7099346731278904
782,0.7096190209829235
783,0.7093039069836796
784,0.7089893295362137
785,0.7086752870533004
786,0.7083617779543975
787,0.7080488006656088
788,0.7077363536196492
789,0.7074244352558072
790,0.70711304401991
791,0.7068021783642877
792,0.7064918367477384
793,0.7061820176354924
794,0.7058727194991782
795,0.7055639408167874
796,0.7052556800726406
797,0.7049479357573529
798,0.7046407063678009
799,0.7043339904070877
800,0.7040277863845104
801,0.7037220928155269
802,0.7034169082217222
803,0.7031122311307763
804,0.7028080600764312
805,0.7025043935984586
806,0.702201230242628
807,0.7018985685606745
808,0.7015964071102669
809,0.701294744454977
810,0.7009935791642468
811,0.700692909813359
812,0.7003927349834053
813,0.7000930532612554
814,0.6997938632395269
815,0.6994951635165553
816,0.6991969526963627
817,0.6988992293886296
818,0.6986019922086637
819,0.6983052397773709
820,0.698008970721226
821,0.697713183672244
822,0.6974178772679495
823,0.69712305015135
824,0.696828700970906
825,0.6965348283805027
826,0.6962414310394226
827,0.695948507612316
828,0.6956560567691744
829,0.6953640771853025
830,0.6950725675412901
831,0.6947815265229855
832,0.6944909528214677
833,0.6942008451330199
834,0.6939112021591025
835,0.6936220226063263
836,0.693333305186426
837,0.6930450486162345
838,0.6927572516176553
839,0.6924699129176385
840,0.6921830312481534
841,0.691896605346163
842,0.6916106339535993
843,0.6913251158173376
844,0.6910400496891708
845,0.6907554343257851
846,0.6904712684887344
847,0.6901875509444164
848,0.6899042804640475
849,0.6896214558236387
850,0.6893390758039705
851,0.6890571391905701
852,0.6887756447736864
853,0.6884945913482671
854,0.6882139777139336
855,0.6879338026749593
856,0.687654065040245
857,0.6873747636232959
858,0.6870958972421987
859,0.6868174647195985
860,0.6865394648826764
861,0.6862618965631259
862,0.6859847585971316
863,0.6857080498253459
864,0.6854317690928672
865,0.6851559152492176
866,0.6848804871483212
867,0.6846054836484815
868,0.6843309036123608
869,0.6840567459069578
870,0.6837830094035865
871,0.6835096929778548
872,0.6832367955096432
873,0.682964315883084
874,0.6826922529865402
875,0.6824206057125848
876,0.6821493729579798
877,0.6818785536236565
878,0.6816081466146937
879,0.6813381508402989
880,0.6810685652137867
881,0.6807993886525601
882,0.6805306200780892
883,0.6802622584158928
884,0.6799943025955175
885,0.6797267515505188
886,0.6794596042184409
887,0.6791928595407987
888,0.6789265164630571
889,0.6786605739346127
890,0.6783950309087746
891,0.6781298863427455
892,0.6778651391976029
893,0.6776007884382804
894,0.6773368330335492
895,0.6770732719559996
896,0.6768101041820228
897,0.6765473286917926
898,0.6762849444692468
899,0.6760229505020701
900,0.6757613457816755
901,0.6755001293031866
902,0.6752393000654201
903,0.674978857070868
904,0.6747187993256801
905,0.6744591258396468
906,0.6741998356261819
907,0.6739409277023046
908,0.6736824010886235
909,0.6734242548093191
910,0.6731664878921265
911,0.6729090993683193
912,0.6726520882726927
913,0.6723954536435468
914,0.6721391945226698
915,0.6718833099553222
916,0.6716277989902201
917,0.671372660679519
918,0.6711178940787978
919,0.6708634982470428
920,0.6706094722466315
921,0.6703558151433168
922,0.6701025260062116
923,0.6698496039077725
924,0.6695970479237853
925,0.669344857133348
926,0.6690930306188568
927,0.6688415674659899
928,0.6685904667636923
929,0.6683397276041615
930,0.6680893490828316
931,0.6678393302983584
932,0.667589670352605
933,0.6673403683506266
934,0.6670914234006562
935,0.6668428346140889
936,0.6665946011054688
937,0.6663467219924737
938,0.6660991963959007
939,0.6658520234396526
940,0.6656052022507221
941,0.6653587319591797
942,0.6651126116981583
943,0.6648668406038395
944,0.6646214178154396
945,0.6643763424751962
946,0.664131613728354
947,0.6638872307231513
948,0.6636431926108065
949,0.6633994985455044
950,0.6631561476843828
951,0.6629131391875192
952,0.6626704722179171
953,0.6624281459414939
954,0.6621861595270663
955,0.6619445121463383
956,0.6617032029738876
957,0.661462231187153
958,0.6612215959664209
959,0.660981296494814
960,0.6607413319582767
961,0.6605017015455638
962,0.6602624044482273
963,0.6600234398606043
964,0.6597848069798038
965,0.6595465050056953
966,0.6593085331408962
967,0.6590708905907589
968,0.6588335765633592
969,0.6585965902694844
970,0.6583599309226208
971,0.6581235977389421
972,0.657887589937297
973,0.6576519067391978
974,0.6574165473688087
975,0.6571815110529335
976,0.6569467970210044
977,0.6567124045050707
978,0.6564783327397864
979,0.6562445809623996
980,0.6560111484127403
981,0.6557780343332102
982,0.6555452379687703
983,0.6553127585669297
984,0.6550805953777357
985,0.6548487476537611
986,0.6546172146500946
987,0.6543859956243285
988,0.6541550898365489
989,0.6539244965493238
990,0.6536942150276938
991,0.6534642445391594
992,0.6532345843536718
993,0.6530052337436216
994,0.652776191983829
995,0.6525474583515318
996,0.6523190321263764
997,0.6520909125904071
998,0.6518630990280546
999,0.6516355907261274
1000,0.6514083869738002
1001,0.6511814870626049
1002,0.6509548902864191
1003,0.650728595941457
1004,0.6505026033262596
1005,0.6502769117416837
1006,0.6500515204908923
1007,0.6498264288793459
1008,0.6496016362147907
1009,0.6493771418072507
1010,0.6491529449690167
1011,0.648929045014637
1012,0.6487054412609085
1013,0.6484821330268656
1014,0.6482591196337725
1015,0.6480364004051125
1016,0.6478139746665786
1017,0.6475918417460651
1018,0.647370000973657
1019,0.6471484516816223
1020,0.6469271932044006
1021,0.6467062248785964
1022,0.6464855460429679
1023,0.6462651560384195
1024,0.6460450542079915
1025,0.6458252398968519
1026,0.6456057124522876
1027,0.6453864712236944
1028,0.6451675155625697
1029,0.6449488448225021
1030,0.6447304583591645
1031,0.6445123555303036
1032,0.6442945356957319
1033,0.6440769982173197
1034,0.6438597424589857
1035,0.6436427677866887
1036,0.6434260735684195
1037,0.6432096591741918
1038,0.6429935239760344
1039,0.642777667347982
1040,0.6425620886660686
1041,0.6423467873083167
1042,0.6421317626547316
1043,0.6419170140872914
1044,0.6417025409899397
1045,0.6414883427485776
1046,0.6412744187510547
1047,0.6410607683871624
1048,0.6408473910486248
1049,0.6406342861290913
1050,0.6404214530241289
1051,0.6402088911312135
1052,0.6399965998497229
1053,0.6397845785809289
1054,0.6395728267279888
1055,0.6393613436959389
1056,0.6391501288916858
1057,0.6389391817239994
1058,0.638728501603505
1059,0.6385180879426756
1060,0.6383079401558251
1061,0.6380980576590999
1062,0.637888439870472
1063,0.6376790862097316
1064,0.6374699960984794
1065,0.6372611689601201
1066,0.6370526042198534
1067,0.6368443013046692
1068,0.6366362596433376
1069,0.6364284786664044
1070,0.6362209578061819
1071,0.6360136964967429
1072,0.6358066941739132
1073,0.6355999502752644
1074,0.6353934642401079
1075,0.6351872355094862
1076,0.6349812635261675
1077,0.6347755477346384
1078,0.6345700875810961
1079,0.634364882513443
1080,0.634159931981279
1081,0.6339552354358948
1082,0.6337507923302655
1083,0.6335466021190433
1084,0.633342664258552
1085,0.6331389782067787
1086,0.6329355434233684
1087,0.6327323593696172
1088,0.6325294255084657
1089,0.6323267413044922
1090,0.6321243062239066
1091,0.6319221197345437
1092,0.6317201813058573
1093,0.6315184904089127
1094,0.6313170465163817
1095,0.6311158491025353
1096,0.6309148976432376
1097,0.6307141916159402
1098,0.6305137304996751
1099,0.6303135137750484
1100,0.6301135409242355
1101,0.6299138114309735
1102,0.6297143247805556
1103,0.6295150804598248
1104,0.6293160779571687
1105,0.6291173167625123
1106,0.6289187963673127
1107,0.6287205162645533
1108,0.6285224759487368
1109,0.6283246749158808
1110,0.6281271126635107
1111,0.6279297886906545
1112,0.6277327024978366
1113,0.6275358535870723
1114,0.6273392414618617
1115,0.6271428656271844
1116,0.6269467255894932
1117,0.6267508208567092
1118,0.6265551509382153
1119,0.6263597153448511
1120,0.6261645135889071
1121,0.6259695451841192
1122,0.6257748096456628
1123,0.6255803064901482
1124,0.6253860352356139
1125,0.6251919954015216
1126,0.6249981865087515
1127,0.6248046080795956
1128,0.624611259637753
1129,0.6244181407083247
1130,0.6242252508178078
1131,0.6240325894940902
1132,0.6238401562664456
1133,0.6236479506655283
1134,0.6234559722233673
1135,0.6232642204733618
1136,0.6230726949502756
1137,0.622881395190232
1138,0.6226903207307087
1139,0.6224994711105327
1140,0.6223088458698749
1141,0.6221184445502456
1142,0.6219282666944888
1143,0.6217383118467774
1144,0.6215485795526089
1145,0.6213590693587986
1146,0.6211697808134771
1147,0.6209807134660829
1148,0.6207918668673594
1149,0.6206032405693489
1150,0.6204148341253882
1151,0.6202266470901034
1152,0.6200386790194056
1153,0.6198509294704855
1154,0.6196633980018089
1155,0.6194760841731122
1156,0.619288987545397
1157,0.6191021076809261
1158,0.6189154441432182
1159,0.6187289964970437
1160,0.6185427643084199
1161,0.6183567471446058
1162,0.6181709445740986
1163,0.6179853561666282
1164,0.617799981493153
1165,0.6176148201258551
1166,0.6174298716381363
1167,0.617245135604613
1168,0.6170606116011119
1169,0.6168762992046657
1170,0.6166921979935087
1171,0.616508307547072
1172,0.616324627445979
1173,0.6161411572720422
1174,0.6159578966082572
1175,0.615774845038799
1176,0.6155920021490187
1177,0.6154093675254372
1178,0.6152269407557427
1179,0.6150447214287853
1180,0.6148627091345734
1181,0.6146809034642692
1182,0.6144993040101844
1183,0.6143179103657762
1184,0.614136722125643
1185,0.6139557388855204
1186,0.613774960242277
1187,0.6135943857939097
1188,0.6134140151395409
1189,0.6132338478794132
1190,0.613053883614886
1191,0.612874121948431
1192,0.6126945624836286
1193,0.6125152048251636
1194,0.6123360485788217
1195,0.6121570933514845
1196,0.6119783387511266
1197,0.6117997843868109
1198,0.6116214298686857
1199,0.6114432748079794
1200,0.6112653188169976
1201,0.6110875615091192
1202,0.6109100024987919
1203,0.610732641401529
1204,0.6105554778339052
1205,0.6103785114135531
1206,0.6102017417591594
1207,0.6100251684904606
1208,0.6098487912282401
1209,0.6096726095943236
1210,0.609496623211576
1211,0.6093208317038974
1212,0.6091452346962195
1213,0.6089698318145023
1214,0.6087946226857295
1215,0.6086196069379056
1216,0.6084447842000525
1217,0.608270154102205
1218,0.6080957162754079
1219,0.6079214703517125
1220,0.6077474159641723
1221,0.6075735527468402
1222,0.607399880334765
1223,0.6072263983639868
1224,0.6070531064715353
1225,0.6068800042954244
1226,0.6067070914746501
1227,0.6065343676491866
1228,0.6063618324599828
1229,0.6061894855489587
1230,0.6060173265590025
1231,0.6058453551339669
1232,0.6056735709186658
1233,0.6055019735588705
1234,0.6053305627013071
1235,0.6051593379936526
1236,0.6049882990845319
1237,0.6048174456235145
1238,0.6046467772611106
1239,0.6044762936487686
1240,0.6043059944388717
1241,0.6041358792847341
1242,0.6039659478405985
1243,0.6037961997616321
1244,0.6036266347039242
1245,0.6034572523244824
1246,0.6032880522812295
1247,0.603119034233001
1248,0.6029501978395406
1249,0.6027815427614985
1250,0.6026130686604274
1251,0.6024447751987797
1252,0.6022766620399042
1253,0.602108728848043
1254,0.6019409752883289
1255,0.601773401026782
1256,0.601606005730306
1257,0.6014387890666865
1258,0.6012717507045869
1259,0.6011048903135462
1260,0.6009382075639749
1261,0.600771702127153
1262,0.600605373675227
